5.555729592002287553e-01,8.537171109727426099e-01,8.848518024773974755e-01,6.626652880772750942e-01,1.275520221318628966e-01,1.050359766799621175e-01,4.242286208231644817e-01,9.674211134872685580e-01,4.293026472622296641e-02,2.627091672370386322e-01,3.875024543881030459e-01,4.405950976545516262e-01
3.104037371175073501e-01,4.851545564095416374e-02,1.937450821842265913e-01,4.732912962706870008e-02,4.795204924107285827e-01,6.900786529185237717e-01,9.926952774649403510e-01,3.553041518622457318e-03,6.955851092408857905e-01,1.540853712910608131e-01,4.666563662044929117e-01,6.235347626911447172e-02
6.222559539937206896e-01,2.731241244889511810e-01,2.425844195279557303e-01,9.198444167047541420e-01,8.782338467149432004e-01,4.882669175145436524e-01,8.692101004541616938e-01,4.741483475364594025e-02,9.952403381486278899e-01,8.149149963624704451e-01,7.617236538622130793e-01,5.816904380945622233e-01
4.086685644807449558e-01,5.035742988841602763e-01,3.873640080432761978e-01,7.713109088150161829e-01,4.568841267799939043e-02,6.267027289951204727e-01,7.059002244080084809e-01,3.166169303824873937e-01,8.028246928785661707e-01,3.260905749836745526e-01,6.696971915642934148e-01,3.267119439323730168e-01
5.702030978792294036e-02,3.628501235812844339e-01,8.839461801700246868e-01,2.362322006354519166e-01,2.964740899009101760e-01,3.806666246466847703e-01,4.868818356642732326e-01,2.177783206066967736e-01,4.873274913346026249e-01,2.405706264881368739e-01,2.952584493860435089e-01,2.331776719710002554e-01
6.541747440071005171e-01,9.548890152711957402e-01,4.053194738738531422e-01,6.393896066901545439e-01,3.960159217353138583e-01,3.854535345194053386e-01,7.974967239658827811e-01,4.663775244754253535e-04,7.814378930846741511e-01,4.814338672640821049e-01,3.093239850549629466e-01,1.884171223189787803e-01
7.607890663420704414e-01,7.849474124587917379e-01,8.528339062591663300e-01,9.957749656613930078e-01,8.596129604442469541e-01,2.119700409479416958e-01,8.397979457494975097e-01,3.818871376966677111e-01,4.019903815896831434e-01,7.321066585428861462e-01,8.089928778792865316e-01,5.107829528368048599e-01
1.065054237401767967e-01,8.831349517751139189e-01,5.424634575904427880e-01,1.795591218464597238e-01,4.791010944976062946e-01,4.390445067467680929e-01,6.209941468240137707e-01,2.414844121683998868e-01,2.070107351601928602e-01,5.249641844140248148e-01,7.311599937456568776e-01,2.828635037029383348e-01
1.885702680765842798e-01,8.588646173546617968e-01,2.117204690860521321e-01,6.458181006830299165e-02,7.497981368176664940e-02,4.141692501207894228e-01,2.488330969361862710e-02,6.125221652747022683e-01,5.271723073266760817e-01,9.904206792587518793e-01,1.823534236240449413e-01,5.507857200904531236e-02
6.970021342767681594e-01,5.513435344365059665e-01,6.985023908552014937e-01,2.556768063500018950e-01,1.598522763552212567e-01,6.211745363977853041e-01,8.379390608094934301e-01,7.587318219988459234e-02,2.746064467429133460e-01,8.949227183539821828e-01,1.312514050914490582e-01,2.122158528515493137e-01
9.291088241323693930e-01,5.254756796062542978e-02,7.197327110656634996e-01,8.470385065964710636e-01,7.974494065953811051e-01,8.520413436140866770e-01,2.507570128317638813e-01,9.866898798044239083e-01,8.387543249553282010e-01,6.680678267729301956e-01,2.908262202687165177e-01,1.101124241819737559e-01
7.001566138110838500e-01,6.501015183847858037e-02,1.169123435279054712e-01,7.450020544220556928e-01,8.316342439845761936e-01,4.103099385242225949e-02,7.356019916890704780e-01,9.167553592932972117e-01,5.385408753875653431e-01,9.562599916739645822e-01,8.548289259817531960e-01,5.839233369239120730e-01
