6.201524069208030898e-02,9.592613749368948950e-01,7.901557868159557740e-01,5.893078306468011451e-01,6.162227129015959148e-01,1.893843443233055313e-01,2.562542414581659989e-01,5.719544959533062745e-02,9.348538448693738401e-01,3.924159319274138635e-01,7.955475283258901520e-01,6.717554298468041418e-01
5.375619628366190561e-02,1.179545873228052821e-01,8.441190677556574817e-01,3.362926494559154156e-01,9.425616182594671599e-01,7.797648159736680906e-02,4.550465634254162728e-01,6.133406000997891905e-01,1.025533750558128565e-01,2.494585521343977152e-01,3.792810621165327856e-01,8.172114913806757253e-01
2.165832457181660065e-01,6.375470158976581647e-01,2.305415752392888651e-01,6.154204704500662038e-01,5.997908411420627139e-02,3.525179533638506113e-01,1.597170501954411348e-01,4.718426226498401155e-01,9.579761129669944753e-01,4.419303217257571914e-01,7.292718683876098229e-01,5.344670859823632547e-01
2.688575204524980000e-01,8.299521035965269355e-01,5.621522527897188093e-01,8.836194887302144529e-01,8.126116865667822875e-01,3.764369063011361316e-01,9.423400827059512652e-01,3.933059585913128986e-01,3.723059676538360563e-01,1.040431326914368348e-01,7.629651039616872632e-01,7.100578173162593876e-01
1.800978611066474944e-01,6.756331005129881939e-01,4.853604124654845586e-01,3.957240550239173871e-01,1.506908015369885501e-01,1.828422834953490339e-01,1.421582191029314712e-01,4.418747431138115855e-01,9.190749037701860802e-01,1.191073173353086601e-01,2.354374800019850555e-01,7.996431227026546962e-01
3.609002429891154939e-01,6.193177350816667648e-01,4.978019864652654114e-01,7.065590328026325473e-01,7.557093974193873631e-02,6.750909833166856000e-01,6.019369235711110599e-01,5.602673796908946846e-01,7.692290684822633562e-02,8.848328722955249859e-01,8.880169620375102379e-01,6.683379119569033966e-01
8.876729091170647568e-01,3.967953744207507460e-01,6.053502448025110949e-01,8.755127427921777228e-01,1.193525034164613086e-01,3.588097252762382228e-01,4.473608764351532097e-01,7.535011009591742193e-01,7.094264623237528378e-01,3.838997508274621939e-01,1.644217825305352987e-01,6.921948625386330489e-01
5.601911514181029395e-01,9.340750969620562616e-01,7.878235783426892347e-01,6.004208282169550825e-01,5.661275781155941100e-01,9.224362634236621394e-01,1.421340040657026460e-01,1.604642746664053377e-01,2.929000423338689041e-01,9.312972519373907687e-03,6.582169096523118323e-01,4.599687265100738109e-02
8.689169643165026713e-01,9.420230476524535934e-01,5.583350927010923836e-01,2.949904921617181319e-01,5.448817069212215092e-01,1.985488934206680600e-01,8.845895967112817893e-01,7.519892778520248511e-01,4.702397391801969029e-01,1.864313572594828994e-01,5.770114338565898171e-01,2.538400717376404492e-01
4.205700226861780466e-01,6.910910282126346837e-01,9.823362222888500916e-01,5.336380149190186328e-01,6.797820290642251351e-01,6.112308518857719752e-01,6.008556962963548242e-01,8.568006989372001225e-02,1.161478626455914043e-01,2.845016476841059072e-01,3.846109567826798692e-01,3.946726035384345854e-01
6.345469286288849542e-01,9.861211638353984954e-01,7.836224806948971500e-01,4.553826160261491562e-01,4.548766237250094768e-01,9.884091689377895174e-01,5.596535619503620884e-01,1.630377704114933657e-01,4.426297731628922039e-01,3.392765532880284152e-01,1.343740483911698425e-01,8.470724061945369421e-01
7.218932993085808159e-01,8.506946726511994683e-01,8.965077903589075969e-01,4.206850878449261977e-01,3.720863652047812220e-02,5.159994912480259099e-02,1.821755184212098255e-01,9.788854518280087902e-02,6.874057105170492399e-01,2.760174520512714835e-02,1.097696484190062716e-01,3.280971976398419088e-01
