9.432010631789827793e-01,5.486877704105428410e-01,3.898635350273810252e-01,1.581828374888030186e-01,5.958494099920286224e-01,8.032705974018790052e-01,2.597800454984217078e-01,6.517791103228683935e-01,9.338339741544998684e-02,5.962543926607816180e-01,1.077117533075461209e-01,4.078238864516680051e-01
7.658600376967394929e-01,5.054705103887052742e-01,2.468504664972790419e-01,3.999541757551459131e-01,9.339266853803939172e-01,5.718427288701805056e-01,7.842712429913101246e-02,2.671492411087438290e-01,1.364601602878052766e-01,2.909716092481295924e-02,8.971008160026758826e-01,6.147308855735854616e-01
1.135270941001035316e-01,5.636047130411517836e-01,9.547208974285793515e-01,9.131484533163602979e-02,6.213525626620254316e-01,7.187414251458733583e-01,7.021017817567083430e-01,2.946806856564523347e-01,2.704662492490981229e-01,3.022350135619368272e-01,1.503334773865685481e-01,5.362387373406484192e-01
2.974727630620110919e-02,9.730039027307013644e-01,5.602929226416258901e-01,8.796629747753268447e-01,2.018113996622369344e-01,1.743766815819060012e-01,5.242767689946595810e-01,5.517703920647725191e-01,6.799169923711066987e-01,5.504817021772023811e-01,9.957956864020843790e-01,6.147912612953932987e-01
6.553360741677376478e-01,5.346876301011631583e-01,6.977159485036130704e-01,6.538852943741334522e-01,9.641687596501524737e-02,5.831160542682970460e-01,7.478343440415345933e-01,5.954653312252826680e-01,1.619290178220540444e-01,3.255678038644930217e-01,1.529160149499964039e-01,3.953132571053231681e-01
8.526321400104296400e-01,8.286087464464765295e-01,2.719298466224807642e-01,5.777209980380334509e-01,7.638148916471919625e-01,3.533750567271726206e-01,6.595030234044853001e-01,7.718047042925991752e-01,7.217971903035124148e-01,6.164228308305466086e-01,3.122106238072668294e-01,6.356040450857373125e-01
6.011608146849692913e-01,2.630121067761350684e-01,8.744529183599847322e-01,8.362589626753231808e-01,2.961420220402315451e-01,7.861874093323450996e-01,7.404466213991711676e-02,9.483704048197016956e-01,9.498429654573576908e-01,9.944075186683039025e-01,7.243741362672881934e-01,5.959417836796312429e-01
5.642516034763555011e-01,2.851258938019197720e-01,6.167703306368084171e-01,4.762215130214259018e-01,5.213412608495451295e-01,6.227600607807367572e-01,7.464593062179870619e-01,1.095665226126065761e-01,1.709121821196487589e-01,9.258777034139139550e-01,7.049054866530224395e-01,6.247255074047289858e-01
8.265295397156462442e-01,1.104879451260645240e-01,5.761483355860800293e-01,5.088393314777694965e-01,5.856842323037232401e-01,8.437049163832222032e-02,5.712096335600825858e-01,2.872267950970690542e-01,2.016499544832380808e-01,1.578460036949662637e-01,7.065837169263865514e-01,2.591141440334504553e-01
4.050087091080309953e-01,4.433616990535269586e-01,4.194866192573272201e-01,2.248570275188677137e-02,8.089082614276890126e-01,5.854045638614460145e-01,2.337575096262781704e-01,9.094664804503517219e-01,2.809612627528449424e-01,1.557023903167118473e-01,1.603995136149931611e-01,4.846579881337713669e-01
7.036530794846614922e-01,2.468061066505033985e-02,4.800289615059415427e-01,1.168967137272624024e-01,4.422073866418527732e-01,5.500279097385043503e-01,5.925700458779248336e-01,1.382388469296040867e-01,7.671031896689352036e-01,9.660442666727387939e-01,4.568642626609076274e-02,8.250214256771030152e-01
5.728087726294216475e-01,9.623509162013395013e-01,2.456059045519420891e-01,7.275110301600373752e-01,4.087489627725894303e-01,7.631579544591287068e-01,9.773758003176188369e-01,3.029662979469964768e-01,2.136207363557051098e-01,4.018270674376280827e-01,6.003961887453127533e-01,3.403810799400173170e-01
